,name,code,url,gasDayStart,gasInStorage,consumption,consumptionFull,injection,withdrawal,netWithdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,coveredCapacity,status,trend,full,info
167,EU,eu,eu,2022-03-20,286.9228,3776.4337,7.6,2249.78,1920.1,-329.7,1114.3785,11490.99,19460.09,-,E,0.03,25.75,[]
168,EU,eu,eu,2022-03-19,284.7067,3776.4337,7.54,2528.77,1672,-856.8,1114.3785,11488.01,19460.05,-,E,0.08,25.55,[]
169,EU,eu,eu,2022-03-18,285.7711,3776.4337,7.57,1997.02,2625,628,1114.3785,11487.96,19460.18,-,E,-0.06,25.64,[]
170,EU,eu,eu,2022-03-17,286.419,3776.4337,7.58,1652.99,2617.5,964.6,1114.3785,11502.94,19460.25,-,E,-0.09,25.7,[]
171,EU,eu,eu,2022-03-16,287.4063,3776.4337,7.61,1417.82,2585.1,1167.3,1114.3785,11493.02,19460.04,-,E,-0.1,25.79,[]
172,EU,eu,eu,2022-03-15,288.5794,3776.4337,7.64,846.54,2596.2,1749.7,1114.3785,11481.72,19460.04,-,E,-0.16,25.9,[]
173,EU,eu,eu,2022-03-14,290.3633,3776.4337,7.69,809.85,2646.9,1837.1,1114.37,11473.57,19443,-,E,-0.16,26.06,[]
174,EU,eu,eu,2022-03-13,292.3579,3776.4337,7.74,1778.32,1820.9,42.6,1114.371,11473.81,19442.47,-,E,-0,26.24,[]
175,EU,eu,eu,2022-03-12,292.4265,3776.4337,7.74,1843.76,1966,122.3,1114.371,11469.07,19441.79,-,E,-0.01,26.24,[]
176,EU,eu,eu,2022-03-11,292.4473,3776.4337,7.74,1443.49,2609.5,1166,1114.371,11469.43,19440.83,-,E,-0.1,26.24,[]
177,EU,eu,eu,2022-03-10,293.6277,3776.4337,7.78,1827.28,2815.3,988,1114.371,11469.68,19440.2,-,E,-0.09,26.35,[]
178,EU,eu,eu,2022-03-09,294.619,3776.4337,7.8,774.03,3383.4,2609.4,1114.371,11469.76,19439.96,-,E,-0.23,26.44,[]
179,EU,eu,eu,2022-03-08,297.352,3776.4337,7.87,598.33,4107,3508.7,1114.371,11459.83,19439.79,-,E,-0.31,26.68,[]
180,EU,eu,eu,2022-03-07,300.8776,3776.4337,7.97,672.52,4841.3,4168.8,1114.371,11464.53,19440.59,-,E,-0.37,27,[]
181,EU,eu,eu,2022-03-06,305.089,3776.4337,8.08,895.3,3211.7,2316.4,1114.371,11464.28,19441.24,-,E,-0.21,27.38,[]
182,EU,eu,eu,2022-03-05,307.3963,3776.4337,8.14,935.1,3003.4,2068.3,1114.371,11464.06,19465.41,-,E,-0.19,27.58,[]
183,EU,eu,eu,2022-03-04,309.4581,3776.4337,8.19,782.14,3762.8,2980.6,1114.371,11463.71,19466.36,-,E,-0.27,27.77,['/news/5212936']
184,EU,eu,eu,2022-03-03,312.4395,3776.4337,8.27,632.37,3974.6,3342.3,1114.371,11441.63,19467.29,-,E,-0.3,28.04,[]
185,EU,eu,eu,2022-03-02,315.8163,3776.4337,8.36,643.55,4303.2,3659.6,1114.371,11441.23,19468.35,-,E,-0.33,28.34,[]
186,EU,eu,eu,2022-03-01,319.47,3776.4337,8.46,683.4,4524.7,3841.3,1114.371,11435.82,19469.43,-,E,-0.34,28.67,[]
187,EU,eu,eu,2022-02-28,323.3657,3776.4337,8.56,617.76,4451,3833.2,1114.371,11434.11,19494.09,-,E,-0.34,29.02,[]
188,EU,eu,eu,2022-02-27,327.2174,3776.4337,8.66,977.87,2712.4,1734.5,1114.3725,11460.65,19494.73,-,E,-0.16,29.36,[]
189,EU,eu,eu,2022-02-26,328.963,3776.4337,8.71,731.85,2653.5,1921.6,1114.3725,11470.45,19495.28,-,E,-0.17,29.52,[]
190,EU,eu,eu,2022-02-25,330.8753,3776.4337,8.76,402.99,3286,2883,1114.3725,11390.88,19496.26,-,E,-0.26,29.69,[]
191,EU,eu,eu,2022-02-24,333.6349,3776.4337,8.83,498.42,3280,2781.6,1114.3725,11358.87,19497,-,E,-0.25,29.94,[]
192,EU,eu,eu,2022-02-23,336.4351,3776.4337,8.91,476.6,3576.4,3099.8,1114.3725,11358.5,19497.97,-,E,-0.28,30.19,[]
193,EU,eu,eu,2022-02-22,339.5259,3776.4337,8.99,399.04,4089.3,3690.2,1114.3725,11358.19,19498.8,-,E,-0.33,30.47,[]
194,EU,eu,eu,2022-02-21,343.218,3776.4337,9.09,377.99,4021.4,3643.4,1114.3725,11357.84,19499.72,-,E,-0.33,30.8,[]
195,EU,eu,eu,2022-02-20,346.854,3776.4337,9.18,881.94,2784.5,1902.6,1114.3725,11357.57,19540.74,-,E,-0.17,31.13,[]
196,EU,eu,eu,2022-02-19,348.7611,3776.4337,9.24,722.7,3207.9,2485.2,1114.3725,11357.26,19541.56,-,E,-0.22,31.3,[]
197,EU,eu,eu,2022-02-18,351.239,3776.4337,9.3,581.11,3260.8,2679.7,1114.3725,11357.21,19541.67,-,E,-0.24,31.52,[]
198,EU,eu,eu,2022-02-17,353.9299,3776.4337,9.37,719.07,3351.4,2632.4,1114.3725,11357.32,19541.4,-,E,-0.24,31.76,[]
199,EU,eu,eu,2022-02-16,356.5112,3776.4337,9.44,621.03,3965.9,3344.9,1114.3725,11357.15,19541.85,-,E,-0.3,31.99,[]
200,EU,eu,eu,2022-02-15,359.8509,3776.4337,9.53,390.23,4345,3954.8,1114.3725,11356.98,19542.28,-,E,-0.35,32.29,[]
201,EU,eu,eu,2022-02-14,363.9628,3776.4337,9.64,627.13,4619.8,3992.6,1114.3725,11356.89,19542.52,-,E,-0.36,32.66,[]
202,EU,eu,eu,2022-02-13,367.9198,3776.4337,9.74,789.14,3723,2933.9,1114.3749,11356.83,19542.96,-,E,-0.26,33.02,[]
203,EU,eu,eu,2022-02-12,370.8591,3776.4337,9.82,485.35,4274.3,3789,1114.3749,11356.63,19543.5,-,E,-0.34,33.28,[]
204,EU,eu,eu,2022-02-11,374.6909,3776.4337,9.92,446.08,5160.1,4714.1,1114.3749,11356.34,19544.27,-,E,-0.42,33.62,[]
205,EU,eu,eu,2022-02-10,379.391,3776.4337,10.05,455.05,5062.6,4607.5,1114.3749,11356.04,19576.24,-,E,-0.41,34.05,[]
206,EU,eu,eu,2022-02-09,384.0039,3776.4337,10.17,509.36,4503.4,3994,1114.3749,11355.66,19577.26,-,E,-0.36,34.46,[]
207,EU,eu,eu,2022-02-08,387.8993,3776.4337,10.27,351.75,4431.1,4079.3,1114.3749,11355.45,19577.8,-,E,-0.37,34.81,[]
208,EU,eu,eu,2022-02-07,391.9893,3776.4337,10.38,335.64,4707,4371.4,1114.3749,11355.09,19578.76,-,E,-0.39,35.18,[]
209,EU,eu,eu,2022-02-06,396.3852,3776.4337,10.5,651.96,3074.5,2422.5,1114.3739,11355.02,19578.83,-,E,-0.22,35.57,[]
210,EU,eu,eu,2022-02-05,398.8873,3776.4337,10.56,604.79,3302.7,2697.9,1114.3739,11354.95,19579.03,-,E,-0.24,35.79,[]
211,EU,eu,eu,2022-02-04,401.5946,3776.4337,10.63,599.65,4350.2,3750.6,1114.3739,11354.94,19579.04,-,E,-0.34,36.04,[]
212,EU,eu,eu,2022-02-03,405.3709,3776.4337,10.73,418.72,5002.7,4584,1114.3739,11354.73,19579.6,-,E,-0.41,36.38,[]
213,EU,eu,eu,2022-02-02,409.9686,3776.4337,10.86,280.9,5131.8,4850.9,1114.3739,11354.46,19547.34,-,E,-0.44,36.79,[]
214,EU,eu,eu,2022-02-01,414.8388,3776.4337,10.98,304.25,5305.4,5001.1,1114.3739,11354.16,19581.1,-,E,-0.45,37.23,[]
215,EU,eu,eu,2022-01-31,419.7907,3776.4337,11.12,269.45,6398.3,6128.9,1114.3739,11353.86,19602.01,-,E,-0.55,37.67,[]
216,EU,eu,eu,2022-01-30,425.9279,3776.4337,11.28,509.5,4408.8,3899.3,1114.3861,11353.86,19603.4,-,E,-0.35,38.22,[]
217,EU,eu,eu,2022-01-29,429.8192,3776.4337,11.38,594.36,4594,3999.7,1114.3861,11353.6,19604.07,-,E,-0.36,38.57,[]
218,EU,eu,eu,2022-01-28,433.8075,3776.4337,11.49,217.09,6462.7,6245.6,1114.3861,11353.21,19623.61,-,E,-0.56,38.93,[]
219,EU,eu,eu,2022-01-27,440.0606,3776.4337,11.65,289.51,6817.5,6528,1114.3861,11352.9,19624.42,-,E,-0.59,39.49,[]
220,EU,eu,eu,2022-01-26,446.624,3776.4337,11.83,241.84,7866.2,7624.3,1114.3861,11352.45,19625.61,-,E,-0.68,40.08,[]
221,EU,eu,eu,2022-01-25,454.209,3776.4337,12.03,177.68,8235.3,8057.6,1114.3861,11352.02,19626.75,-,E,-0.72,40.76,[]
222,EU,eu,eu,2022-01-24,462.2858,3776.4337,12.24,196.27,7953.4,7757.1,1114.3861,11351.62,19594.6,-,E,-0.7,41.48,[]
223,EU,eu,eu,2022-01-23,470.0556,3776.4337,12.45,266.37,6279.2,6012.8,1114.4081,11351.74,19629.99,-,E,-0.54,42.18,[]
224,EU,eu,eu,2022-01-22,476.1995,3776.4337,12.61,239.24,6686.4,6447.2,1114.4081,11351.32,19631.09,-,E,-0.58,42.73,[]
225,EU,eu,eu,2022-01-21,482.6573,3776.4337,12.78,175.01,7843.2,7668.2,1114.4081,11351.84,19629.71,-,E,-0.69,43.31,[]
226,EU,eu,eu,2022-01-20,490.3433,3776.4337,12.98,166.77,7424.1,7257.4,1114.4081,11351.44,19593.43,-,E,-0.65,44,[]
227,EU,eu,eu,2022-01-19,497.5944,3776.4337,13.18,213.69,7375.2,7161.5,1114.4081,11351.04,19608.57,-,E,-0.64,44.65,[]
228,EU,eu,eu,2022-01-18,504.5533,3776.4337,13.36,207.14,7886.3,7679.2,1114.4081,11350.5,19653.06,-,E,-0.69,45.28,[]
229,EU,eu,eu,2022-01-17,512.2878,3776.4337,13.57,219.78,7398.8,7179.1,1114.4081,11350.13,19610.46,-,E,-0.64,45.97,[]
230,EU,eu,eu,2022-01-16,519.4537,3776.4337,13.76,484.31,5947.3,5463,1114.5081,11352.21,19659.95,-,E,-0.49,46.61,[]
231,EU,eu,eu,2022-01-15,524.9416,3776.4337,13.9,370.23,6580.5,6210.2,1114.5081,11351.71,19661.28,-,E,-0.56,47.1,[]
232,EU,eu,eu,2022-01-14,531.1541,3776.4337,14.06,196.48,8070.7,7874.3,1114.5081,11351.22,19662.57,-,E,-0.71,47.66,[]
233,EU,eu,eu,2022-01-13,539.0819,3776.4337,14.27,257.28,8166,7908.7,1114.5081,11351.42,19662.06,-,E,-0.71,48.37,[]
234,EU,eu,eu,2022-01-12,546.9785,3776.4337,14.48,201.72,8401.7,8200,1114.5081,11351,19663.17,-,E,-0.74,49.08,[]
235,EU,eu,eu,2022-01-11,555.1836,3776.4337,14.7,236.81,8338.9,8102.1,1114.5081,11350.56,19664.32,-,E,-0.73,49.81,[]
236,EU,eu,eu,2022-01-10,563.2826,3776.4337,14.92,188.28,7893.5,7705.2,1114.4573,11350.08,19661.39,-,E,-0.69,50.54,['/news/379']
237,EU,eu,eu,2022-01-09,571.4155,3776.4337,15.13,385.21,5139.7,4754.5,1114.3231,11346.4,19655.78,-,E,-0.43,51.28,[]
238,EU,eu,eu,2022-01-08,576.1854,3776.4337,15.26,398.16,5135.3,4737.1,1114.3231,11345.98,19656.89,-,E,-0.43,51.71,[]
239,EU,eu,eu,2022-01-07,580.9507,3776.4337,15.38,357.15,6109,5751.9,1114.3231,11345.59,19657.91,-,E,-0.52,52.13,[]
240,EU,eu,eu,2022-01-06,586.7052,3776.4337,15.54,404.97,5722.2,5317.2,1114.3231,11345.26,19658.8,-,E,-0.48,52.65,[]
241,EU,eu,eu,2022-01-05,591.0466,3776.4337,15.65,568.46,4853.5,4285.1,1114.3231,11344.86,19659.85,-,E,-0.38,53.04,[]
242,EU,eu,eu,2022-01-04,595.3251,3776.4337,15.76,1169.27,3961.6,2792.3,1114.3231,11344.67,19660.34,-,E,-0.25,53.42,[]
243,EU,eu,eu,2022-01-03,598.0871,3776.4337,15.84,1586.14,3190.2,1604,1114.3231,11344.84,19659.9,-,E,-0.14,53.67,[]
244,EU,eu,eu,2022-01-02,599.6261,3776.4337,15.88,2332.69,2384.3,51.6,1114.3065,11344.8,19658.12,-,E,-0,53.81,[]
245,EU,eu,eu,2022-01-01,599.6667,3776.4337,15.88,3950.17,1906.8,-2043.3,1114.2841,11345.03,19656.76,-,E,0.18,53.82,[]
246,EU,eu,eu,2021-12-31,597.1732,3776,15.81,2890.93,1966.2,-924.8,1114.2591,11345.51,19665.68,-,E,0.08,53.59,[]
247,EU,eu,eu,2021-12-30,595.592,3776,15.77,2646.08,2882,235.9,1114.2591,11349.53,19666.86,-,E,-0.02,53.45,[]
248,EU,eu,eu,2021-12-29,595.85,3776,15.78,1986.64,3208.6,1221.9,1114.2591,11345.38,19666.02,-,E,-0.11,53.47,[]
249,EU,eu,eu,2021-12-28,596.964,3776,15.81,1473.72,4063.2,2589.5,1114.2591,11345.62,19665.4,-,E,-0.23,53.57,[]
0,EU,eu,eu,2021-12-27,599.586,3776,15.88,1134.95,4442.8,3307.8,1114.2591,11345.82,19664.87,-,E,-0.3,53.81,[]
1,EU,eu,eu,2021-12-26,602.9182,3776,15.97,827.02,4558.1,3731.1,1114.2587,11345.74,19665.03,-,E,-0.33,54.11,[]
2,EU,eu,eu,2021-12-25,606.685,3776,16.07,1081.6,4003.3,2921.7,1114.2587,11345.91,19664.57,-,E,-0.26,54.45,[]
3,EU,eu,eu,2021-12-24,609.6601,3776,16.15,815.45,4560,3744.5,1114.2587,11345.57,19665.48,-,E,-0.34,54.71,[]
4,EU,eu,eu,2021-12-23,613.4545,3776,16.25,240.27,7002.7,6762.4,1114.2587,11345.13,19666.62,-,E,-0.61,55.05,[]
5,EU,eu,eu,2021-12-22,620.2348,3776,16.43,131.33,8756,8624.7,1114.2587,11345.66,19665.24,-,E,-0.77,55.66,[]
6,EU,eu,eu,2021-12-21,628.9607,3776,16.66,152.05,8673.6,8521.5,1114.2587,11345.18,19666.51,-,E,-0.76,56.45,[]
7,EU,eu,eu,2021-12-20,637.5229,3776,16.88,98.28,7681.1,7582.9,1114.2587,11344.74,19671.57,-,E,-0.68,57.21,[]
8,EU,eu,eu,2021-12-19,645.1167,3776,17.08,301.18,5068.6,4767.5,1114.2611,11344.48,19672.53,-,E,-0.43,57.9,[]
9,EU,eu,eu,2021-12-18,649.9156,3776,17.21,328.7,4756.6,4427.9,1114.2611,11344.33,19672.92,-,E,-0.4,58.33,[]
10,EU,eu,eu,2021-12-17,654.4054,3776,17.33,351.55,5722.2,5370.7,1114.2611,11330.91,19663.32,-,E,-0.48,58.73,[]
11,EU,eu,eu,2021-12-16,659.777,3776,17.47,429.1,5745.8,5316.7,1114.2611,11319.59,19589.2,-,E,-0.48,59.21,[]
12,EU,eu,eu,2021-12-15,665.1072,3776,17.61,403.23,5626,5222.8,1114.2611,11319.32,19589.9,-,E,-0.47,59.69,[]
13,EU,eu,eu,2021-12-14,670.3749,3776,17.75,366.37,5850.5,5484.1,1114.2611,11318.99,19590.78,-,E,-0.49,60.16,[]
14,EU,eu,eu,2021-12-13,675.9064,3776,17.9,476.08,6472.2,5996.1,1114.2611,11321.64,19602.41,-,E,-0.54,60.66,[]
15,EU,eu,eu,2021-12-12,681.8907,3776,18.06,724.18,5002,4277.8,1114.2562,11342.19,19678.02,-,E,-0.38,61.2,[]
16,EU,eu,eu,2021-12-11,686.2535,3776,18.17,581.72,6035.3,5453.6,1114.2562,11342.04,19678.4,-,E,-0.49,61.59,[]
17,EU,eu,eu,2021-12-10,691.7273,3776,18.32,247.88,6915.2,6667.3,1114.2562,11341.77,19679.22,-,E,-0.6,62.08,[]
18,EU,eu,eu,2021-12-09,698.4026,3776,18.5,194.89,7433.9,7239,1114.2562,11341.41,19680.18,-,E,-0.65,62.68,[]
19,EU,eu,eu,2021-12-08,705.6357,3776,18.69,221.9,6946.1,6724.2,1114.2562,11341.06,19681.08,-,E,-0.6,63.33,[]
20,EU,eu,eu,2021-12-07,712.3915,3776,18.87,274.1,7028.4,6754.3,1114.2562,11340.71,19682.02,-,E,-0.61,63.93,[]
21,EU,eu,eu,2021-12-06,719.1875,3776,19.05,299.08,7338.3,7039.2,1114.2562,11340.24,19683.26,-,E,-0.63,64.54,[]
22,EU,eu,eu,2021-12-05,726.188,3776,19.23,466.11,5554.6,5088.5,1114.2582,11339.94,19684.28,-,E,-0.46,65.17,[]
23,EU,eu,eu,2021-12-04,731.273,3776,19.37,572.48,5571.7,4999.2,1114.2582,11339.59,19685.19,-,E,-0.45,65.63,[]
24,EU,eu,eu,2021-12-03,736.306,3776,19.5,291.75,6664.7,6373,1114.2582,11339.15,19686.37,-,E,-0.57,66.08,[]
25,EU,eu,eu,2021-12-02,742.7429,3776,19.67,330.02,7033.8,6703.8,1114.2582,11338.7,19687.55,-,E,-0.6,66.66,[]
26,EU,eu,eu,2021-12-01,749.2926,3776,19.84,382.73,6090.6,5707.9,1114.2582,11338.33,19688.52,-,E,-0.51,67.25,[]
27,EU,eu,eu,2021-11-30,755.5591,3776,20.01,177.99,6253.6,6075.6,1114.2582,11337.96,19689.5,-,E,-0.55,67.81,"['/news/5259016', '/news/5261024']"
28,EU,eu,eu,2021-11-29,761.6907,3776,20.17,181.44,6751.9,6570.4,1114.2582,11337.59,19690.47,-,E,-0.59,68.36,[]
29,EU,eu,eu,2021-11-28,768.2417,3776,20.35,465.57,5123,4657.5,1114.2674,11337.46,19691.89,-,E,-0.42,68.95,[]
30,EU,eu,eu,2021-11-27,772.9524,3776,20.47,513.56,5158.3,4644.7,1114.2674,11337.09,19692.85,-,E,-0.42,69.37,[]
31,EU,eu,eu,2021-11-26,777.6583,3776,20.59,221.51,5853.8,5632.3,1114.2674,11336.71,19693.86,-,E,-0.51,69.79,[]
32,EU,eu,eu,2021-11-25,783.3419,3776,20.75,219.54,6087.2,5867.6,1114.2674,11336.59,19694.17,-,E,-0.53,70.3,[]
33,EU,eu,eu,2021-11-24,789.2058,3776,20.9,180.23,6077.7,5897.4,1114.2674,11336.17,19713.6,-,E,-0.53,70.83,[]
34,EU,eu,eu,2021-11-23,795.3776,3776,21.06,181.24,5442.9,5261.7,1114.2674,11335.82,19714.53,-,E,-0.47,71.38,[]
35,EU,eu,eu,2021-11-22,800.6735,3776,21.2,217.92,4864.5,4646.6,1114.2674,11335.46,19715.49,-,E,-0.42,71.86,[]
36,EU,eu,eu,2021-11-21,805.2721,3776,21.33,691.32,2774.3,2083,1114.2567,11335.11,19715.17,-,E,-0.19,72.27,[]
37,EU,eu,eu,2021-11-20,807.3696,3776,21.38,980.89,2628.2,1647.4,1114.2567,11335.1,19715.19,-,E,-0.15,72.46,[]
38,EU,eu,eu,2021-11-19,809.0368,3776,21.43,922.26,3098.6,2176.3,1114.2567,11335.01,19715.43,-,E,-0.2,72.61,[]
39,EU,eu,eu,2021-11-18,811.2458,3776,21.48,413.69,3624.5,3210.8,1114.2567,11334.96,19589.58,-,E,-0.29,72.81,['/news/378']
40,EU,eu,eu,2021-11-17,814.4594,3776,21.57,372.12,3997.3,3625.2,1114.2567,11334.89,19589.75,-,E,-0.33,73.09,[]
41,EU,eu,eu,2021-11-16,818.0846,3776,21.67,338.82,4497.5,4158.7,1114.2567,11334.62,19716.47,-,E,-0.37,73.42,['/news/5212866']
42,EU,eu,eu,2021-11-15,822.2761,3776,21.78,277.53,4016.5,3739,1114.2567,11334.71,19716.22,-,E,-0.34,73.8,[]
43,EU,eu,eu,2021-11-14,825.808,3776,21.87,1142.84,2396.5,1253.7,1114.2552,11335.02,19715.25,-,E,-0.11,74.11,[]
44,EU,eu,eu,2021-11-13,827.0701,3776,21.9,813.24,2713.5,1900.3,1114.2552,11335.29,19714.55,-,E,-0.17,74.23,[]
45,EU,eu,eu,2021-11-12,828.9877,3776,21.95,467.24,4046.8,3579.5,1114.2552,11335.36,19714.35,-,E,-0.32,74.4,['/news/375']
46,EU,eu,eu,2021-11-11,832.6086,3776,22.05,390.38,3714.6,3324.2,1114.2552,11335.29,19714.54,-,E,-0.3,74.72,[]
47,EU,eu,eu,2021-11-10,835.9402,3776,22.14,342.13,3546.8,3204.6,1114.2552,11335.12,19714.98,-,E,-0.29,75.02,['/news/5212866']
48,EU,eu,eu,2021-11-09,839.151,3776,22.22,294.38,3551.7,3257.4,1114.2552,11334.98,19715.36,-,E,-0.29,75.31,[]
49,EU,eu,eu,2021-11-08,842.4363,3776,22.31,429.89,3575.4,3145.6,1114.2552,11335.02,19715.25,-,E,-0.28,75.61,['/news/371']
50,EU,eu,eu,2021-11-07,845.5366,3776,22.39,1285.26,1901.5,616.2,1114.2713,11335.7,19715.28,-,E,-0.06,75.88,[]
51,EU,eu,eu,2021-11-06,846.1615,3776,22.41,1176.93,2167.2,990.2,1114.2713,11335.9,19714.76,-,E,-0.09,75.94,[]
52,EU,eu,eu,2021-11-05,847.1845,3776,22.44,463.85,3123.6,2659.7,1114.2713,11336,19714.48,-,E,-0.24,76.03,[]
53,EU,eu,eu,2021-11-04,849.8421,3776,22.51,409.04,3255.8,2846.8,1114.2713,11334.75,19717.81,-,E,-0.26,76.27,['/news/370']
54,EU,eu,eu,2021-11-03,852.6797,3776,22.58,295.7,3817.6,3521.9,1114.2713,11334.73,19717.86,-,E,-0.32,76.52,['/news/5212863']
55,EU,eu,eu,2021-11-02,856.1823,3776,22.67,424.42,3248.7,2824.3,1114.2713,11334.93,19717.32,-,E,-0.25,76.84,[]
56,EU,eu,eu,2021-11-01,859.0009,3776,22.75,1406.3,1693.8,287.5,1114.2713,11335.38,19716.13,-,E,-0.03,77.09,[]
57,EU,eu,eu,2021-10-31,858.9922,3776,22.75,1666.66,920.3,-746.3,1114.2679,11335.75,19710.58,-,E,0.07,77.09,[]
58,EU,eu,eu,2021-10-30,858.3967,3776,22.73,1515.24,1083,-432.2,1115.1692,11525.03,19999.43,-,E,0.04,76.97,[]
59,EU,eu,eu,2021-10-29,857.8057,3776,22.72,1050.77,1169.5,118.7,1114.2679,11337.88,19704.97,-,E,-0.01,76.98,[]
60,EU,eu,eu,2021-10-28,857.9751,3776,22.72,886.05,1323.3,437.2,1114.2679,11338.27,19703.93,-,E,-0.04,77,[]
61,EU,eu,eu,2021-10-27,858.4054,3776,22.73,1555.09,1260.6,-294.5,1114.2679,11338.56,19703.16,-,E,0.03,77.04,[]
62,EU,eu,eu,2021-10-26,858.1102,3776,22.73,642.06,1574.2,932.2,1114.2679,11338.7,19702.79,-,E,-0.08,77.01,[]
63,EU,eu,eu,2021-10-25,859.0621,3776,22.75,553.23,1926.2,1373,1114.2679,11338.87,19702.35,-,E,-0.12,77.1,[]
64,EU,eu,eu,2021-10-24,860.4279,3776,22.79,1189.68,999.2,-190.5,1114.2611,11339.03,19701.15,-,E,0.02,77.22,[]
65,EU,eu,eu,2021-10-23,860.2451,3776,22.78,936.42,1145.1,208.7,1114.2611,11339.32,19700.38,-,E,-0.02,77.2,[]
66,EU,eu,eu,2021-10-22,860.4899,3776,22.79,677.47,1370.2,692.8,1114.2611,10949.35,19317.64,-,E,-0.06,77.23,[]
67,EU,eu,eu,2021-10-21,861.1842,3776,22.81,1343.77,1475.6,131.8,1114.2611,10949.35,19317.64,-,E,-0.01,77.29,[]
68,EU,eu,eu,2021-10-20,861.0158,3776,22.8,1978.18,566,-1412.2,1114.2611,10949.35,19317.64,-,E,0.13,77.27,[]
69,EU,eu,eu,2021-10-19,859.6194,3776,22.77,1463.83,789,-674.8,1114.2611,10949.35,19317.64,-,E,0.06,77.15,[]
70,EU,eu,eu,2021-10-18,858.9825,3776,22.75,1046.43,1133.8,87.4,1114.2611,10949.35,19317.64,-,E,-0.01,77.09,[]
71,EU,eu,eu,2021-10-17,859.0095,3776,22.75,1754.91,671.1,-1083.8,1114.2567,10949.24,19317.42,-,E,0.1,77.09,[]
72,EU,eu,eu,2021-10-16,857.97,3776,22.72,1554.3,698.7,-855.6,1114.2567,10949.24,19317.42,-,E,0.08,77,[]
73,EU,eu,eu,2021-10-15,857.1167,3776,22.7,953.66,949.8,-3.8,1114.2567,10949.24,19317.42,-,E,0,76.92,[]
74,EU,eu,eu,2021-10-14,857.141,3776,22.7,1057.11,1117.3,60.2,1114.2567,11075.24,19190.42,-,E,-0.01,76.92,[]
75,EU,eu,eu,2021-10-13,857.2738,3776,22.7,799.61,1342.5,542.8,1114.2567,11075.24,19190.42,-,E,-0.05,76.94,[]
76,EU,eu,eu,2021-10-12,857.9755,3776,22.72,1045.81,888.1,-157.7,1114.2567,11075.24,19190.42,-,E,0.01,77,[]
77,EU,eu,eu,2021-10-11,857.4457,3776,22.71,1360.03,859.5,-500.6,1114.2567,11075.24,19190.42,-,E,0.04,76.95,[]
78,EU,eu,eu,2021-10-10,857.4619,3776,22.71,2354.8,423,-1931.8,1114.2523,11075.13,19190.21,-,E,0.17,76.95,[]
79,EU,eu,eu,2021-10-09,850.5626,3776,22.53,2423.19,344.7,-2078.5,1114.2523,11075.13,19179.94,-,E,0.19,76.33,[]
80,EU,eu,eu,2021-10-08,848.1967,3776,22.46,1655.92,428.2,-1227.7,1114.2523,11075.13,19179.94,-,E,0.11,76.12,[]
81,EU,eu,eu,2021-10-07,846.9682,3776,22.43,1612.52,898.8,-713.7,1114.2523,11075.13,19179.94,-,E,0.06,76.01,[]
82,EU,eu,eu,2021-10-06,846.3152,3776,22.41,1865.14,613.4,-1251.8,1114.2523,11075.13,19179.94,-,E,0.11,75.95,[]
83,EU,eu,eu,2021-10-05,845.086,3776,22.38,2467.95,482.2,-1985.8,1114.2523,11075.13,19179.94,-,E,0.18,75.84,[]
84,EU,eu,eu,2021-10-04,842.6261,3776,22.32,2276.67,386.9,-1889.8,1114.2523,11075.13,19179.94,-,E,0.17,75.62,[]
85,EU,eu,eu,2021-10-03,840.6919,3776,22.26,3450.52,249.2,-3201.3,1114.244,11074.93,19179.53,-,E,0.29,75.45,[]
86,EU,eu,eu,2021-10-02,837.2732,3776,22.17,3306.75,261.7,-3045.1,1114.244,11074.93,19179.53,-,E,0.27,75.14,[]
87,EU,eu,eu,2021-10-01,834.5979,3776,22.1,2803.51,524.7,-2278.8,1114.244,11465.39,19560.97,-,E,0.2,74.9,['/news/5212815']
88,EU,eu,eu,2021-09-30,832.1073,3776,22.04,3279.47,342.8,-2936.6,1114.282,11489.88,19535.68,-,E,0.26,74.68,[]
89,EU,eu,eu,2021-09-29,829.2997,3776,21.96,3148.57,323.5,-2825.1,1113.3052,11490.34,19534.47,-,E,0.25,74.49,[]
90,EU,eu,eu,2021-09-28,826.5214,3776,21.89,3027.75,449.7,-2578,1113.3052,11490.8,19533.25,-,E,0.23,74.24,[]
91,EU,eu,eu,2021-09-27,823.937,3776,21.82,3382.56,319.8,-3062.8,1112.9774,11491.29,19531.95,-,E,0.28,74.03,[]
92,EU,eu,eu,2021-09-26,820.8689,3776,21.74,4563.09,248.8,-4314.3,1112.8921,11491.66,19530.37,-,E,0.39,73.76,[]
93,EU,eu,eu,2021-09-25,816.5459,3776,21.62,3880.38,228.7,-3651.6,1112.8921,11492.16,19529.04,-,E,0.33,73.37,[]
94,EU,eu,eu,2021-09-24,812.5552,3776,21.52,3156.99,425.7,-2731.3,1116.6921,11468.67,19527.71,-,E,0.24,72.76,[]
95,EU,eu,eu,2021-09-23,809.8158,3776,21.45,2831.22,316,-2515.2,1116.6921,11469.18,19526.36,-,E,0.23,72.52,[]
96,EU,eu,eu,2021-09-22,807.2894,3776,21.38,2185.59,456,-1729.6,1116.451,11469.45,19525.66,-,E,0.15,72.31,[]
97,EU,eu,eu,2021-09-21,805.5519,3776,21.33,2089.62,286.8,-1802.8,1116.451,11469.46,19525.63,-,E,0.16,72.15,[]
