,name,code,url,gasDayStart,gasInStorage,consumption,consumptionFull,injection,withdrawal,netWithdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,coveredCapacity,status,trend,full,info
232,EU,eu,eu,2016-07-24,788.1884,4326,18.22,5658.91,82.4,-5576.5,1121.798,12102.97,19822.52,-,E,0.5,70.26,[]
233,EU,eu,eu,2016-07-23,782.6775,4326,18.09,5449.04,75.1,-5374,1121.798,12103.56,19820.7,-,E,0.48,69.77,[]
234,EU,eu,eu,2016-07-22,776.9904,4326,17.96,4700.19,66.7,-4633.5,1121.798,12104.09,19819.02,-,E,0.41,69.26,[]
235,EU,eu,eu,2016-07-21,772.3429,4326,17.85,4578.04,202.9,-4375.2,1121.798,12104.79,19816.93,-,E,0.39,68.85,[]
236,EU,eu,eu,2016-07-20,768.1235,4326,17.76,4404.75,79.5,-4325.2,1121.798,12105.51,19814.78,-,E,0.39,68.47,[]
237,EU,eu,eu,2016-07-19,763.6475,4326,17.65,4561.48,134.1,-4427.4,1121.798,12106.22,19812.68,-,E,0.39,68.07,[]
238,EU,eu,eu,2016-07-18,758.9486,4326,17.54,4719.56,120.9,-4598.7,1121.798,12107.01,19810.37,-,E,0.41,67.65,[]
239,EU,eu,eu,2016-07-17,754.3081,4326,17.44,5662.54,20.8,-5641.7,1121.8787,12108.92,19809.56,-,E,0.5,67.24,[]
240,EU,eu,eu,2016-07-16,748.5446,4326,17.3,5561.28,24.1,-5537.2,1121.8787,12109.71,19807.26,-,E,0.49,66.72,[]
241,EU,eu,eu,2016-07-15,743.0222,4326,17.18,4929.36,55.5,-4873.9,1121.8787,12110.26,19805.59,-,E,0.43,66.23,[]
242,EU,eu,eu,2016-07-14,737.9882,4326,17.06,4560.75,81.6,-4479.1,1121.8787,12110.61,19804.46,-,E,0.4,65.78,[]
243,EU,eu,eu,2016-07-13,733.4816,4326,16.96,4381.15,196.3,-4184.9,1121.8787,12110.98,19803.26,-,E,0.37,65.38,[]
244,EU,eu,eu,2016-07-12,729.2046,4326,16.86,4344.52,279.3,-4065.2,1121.8787,12111.43,19801.25,-,E,0.36,65,[]
245,EU,eu,eu,2016-07-11,725.1366,4326,16.76,4811.41,64.6,-4746.8,1121.8787,12112.15,19799.1,-,E,0.42,64.64,[]
246,EU,eu,eu,2016-07-10,721.4822,4326,16.68,5725.35,22.4,-5702.9,1121.8998,12113.13,19797.29,-,E,0.51,64.31,[]
247,EU,eu,eu,2016-07-09,715.7119,4326,16.54,5756.2,33.7,-5722.5,1121.8998,12113.62,19795.75,-,E,0.51,63.79,[]
248,EU,eu,eu,2016-07-08,709.8941,4326,16.41,4727.24,116.8,-4610.5,1121.8998,12114.1,19794.24,-,E,0.41,63.28,[]
249,EU,eu,eu,2016-07-07,705.1825,4326,16.3,4277.84,257.9,-4019.9,1121.8998,12114.44,19793.12,-,E,0.36,62.86,[]
0,EU,eu,eu,2016-07-06,701.1283,4326,16.21,4243.38,222.5,-4020.8,1121.8998,12114.83,19791.98,-,E,0.36,62.49,[]
1,EU,eu,eu,2016-07-05,697.026,4326,16.11,4592.03,110,-4482,1121.8998,12115.4,19790.25,-,E,0.4,62.13,[]
2,EU,eu,eu,2016-07-04,692.5642,4326,16.01,4534.79,166,-4368.8,1121.8998,12052.07,19788.85,-,E,0.39,61.73,[]
3,EU,eu,eu,2016-07-03,688.6271,4326,15.92,5671.87,46.1,-5625.8,1121.8782,12106.27,19786.68,-,E,0.5,61.38,[]
4,EU,eu,eu,2016-07-02,682.4552,4326,15.78,5616.84,62.2,-5554.7,1121.8782,12106.74,19785.19,-,E,0.5,60.83,[]
5,EU,eu,eu,2016-07-01,676.8474,4326,15.65,4640.71,212.2,-4428.5,1121.8782,12107.36,19783.35,-,E,0.39,60.33,[]
6,EU,eu,eu,2016-06-30,672.4189,4326,15.54,4241.15,373.7,-3867.5,1120.7876,12087.5,19766.91,-,E,0.35,60,[]
7,EU,eu,eu,2016-06-29,668.5579,4326,15.45,4246.65,260.3,-3986.3,1120.7876,12087.91,19765.6,-,E,0.36,59.65,[]
8,EU,eu,eu,2016-06-28,664.4764,4326,15.36,4188.38,153.2,-4035.1,1120.7876,12088.51,19763.77,-,E,0.36,59.29,[]
9,EU,eu,eu,2016-06-27,660.3239,4326,15.26,4641.21,112.4,-4528.8,1120.7876,12089.26,19761.56,-,E,0.4,58.92,[]
10,EU,eu,eu,2016-06-26,655.6656,4326,15.16,5554.86,50.5,-5504.4,1120.884,12091.38,19759.47,-,E,0.49,58.5,[]
11,EU,eu,eu,2016-06-25,650.172,4326,15.03,5552.54,32.7,-5519.8,1120.884,12092.22,19757.03,-,E,0.49,58.01,[]
12,EU,eu,eu,2016-06-24,644.5835,4326,14.9,4781.14,67.8,-4713.4,1120.884,12092.89,19755,-,E,0.42,57.51,[]
13,EU,eu,eu,2016-06-23,639.8541,4326,14.79,4404.37,59.6,-4344.8,1120.884,12093.61,19752.88,-,E,0.39,57.08,[]
14,EU,eu,eu,2016-06-22,635.3703,4326,14.69,4519.5,71.8,-4447.7,1120.884,12094.36,19750.64,-,E,0.4,56.68,[]
15,EU,eu,eu,2016-06-21,630.8228,4326,14.58,4448.94,63,-4386,1120.884,12095.13,19748.39,-,E,0.39,56.28,[]
16,EU,eu,eu,2016-06-20,626.3454,4326,14.48,4702.13,75,-4627.1,1120.884,12095.94,19746.05,-,E,0.41,55.88,[]
17,EU,eu,eu,2016-06-19,621.4882,4326,14.37,5169.09,27.6,-5141.5,1120.802,12095.64,19743.71,-,E,0.46,55.45,[]
18,EU,eu,eu,2016-06-18,616.3975,4326,14.25,5507.85,49.3,-5458.5,1120.802,12096.12,19742.23,-,E,0.49,55,[]
19,EU,eu,eu,2016-06-17,610.6968,4326,14.12,4441.9,79.1,-4362.8,1120.802,12096.48,19741.11,-,E,0.39,54.49,[]
20,EU,eu,eu,2016-06-16,606.3065,4326,14.02,3947.51,114,-3833.5,1120.802,12096.84,19739.95,-,E,0.34,54.1,[]
21,EU,eu,eu,2016-06-15,602.4634,4326,13.93,4128.31,52,-4076.3,1120.802,12097.16,19738.93,-,E,0.36,53.75,[]
22,EU,eu,eu,2016-06-14,598.4037,4326,13.83,3795.43,90.3,-3705.2,1120.802,12097.66,19737.53,-,E,0.33,53.39,[]
23,EU,eu,eu,2016-06-13,594.668,4326,13.75,3985.28,64,-3921.3,1120.802,12098.02,19736.37,-,E,0.35,53.06,[]
24,EU,eu,eu,2016-06-12,590.5978,4326,13.65,4597.09,20.9,-4576.1,1120.7977,12098.2,19735.37,-,E,0.41,52.69,[]
25,EU,eu,eu,2016-06-11,585.8434,4326,13.54,4605.1,36.1,-4569,1120.7977,12098.37,19734.67,-,E,0.41,52.27,[]
26,EU,eu,eu,2016-06-10,581.2332,4326,13.44,3953.65,306.2,-3647.5,1120.7977,12098.18,19734.92,-,E,0.33,51.86,[]
27,EU,eu,eu,2016-06-09,577.527,4326,13.35,3750.43,351.5,-3398.9,1120.7977,12098.23,19734.55,-,E,0.3,51.53,[]
28,EU,eu,eu,2016-06-08,576.1509,4326,13.32,3532.41,232.8,-3299.6,1120.9089,12098.07,19734.76,-,E,0.29,51.4,[]
29,EU,eu,eu,2016-06-07,570.7907,4326,13.19,3361.3,148.6,-3212.7,1120.7977,11809.18,19587.19,-,E,0.29,50.93,[]
30,EU,eu,eu,2016-06-06,567.5321,4326,13.12,3440.93,245.8,-3195.1,1120.7977,11919.08,19734.37,-,E,0.29,50.64,[]
31,EU,eu,eu,2016-06-05,564.2794,4326,13.04,4187.31,45.8,-4141.5,1120.799,11919.19,19733.88,-,E,0.37,50.35,[]
32,EU,eu,eu,2016-06-04,560.0755,4326,12.95,3978.64,75.7,-3903,1120.799,11919.24,19733.54,-,E,0.35,49.97,[]
33,EU,eu,eu,2016-06-03,556.0956,4326,12.85,3347.85,367.5,-2980.3,1120.799,11919,19734.01,-,E,0.27,49.62,[]
34,EU,eu,eu,2016-06-02,553.1027,4326,12.79,3286.06,648.6,-2637.5,1120.799,11918.85,19734.25,-,E,0.24,49.35,[]
35,EU,eu,eu,2016-06-01,550.6436,4326,12.73,2755.1,643.6,-2111.5,1120.799,11918.84,19734.03,-,E,0.19,49.13,[]
36,EU,eu,eu,2016-05-31,543.9923,4326,12.57,3079.96,981.5,-2098.4,1120.6347,11918.59,19843.32,-,E,0.19,48.54,[]
37,EU,eu,eu,2016-05-30,539.4099,4326,12.47,3611.34,452.4,-3158.9,1122.3281,11950.35,19918.19,-,E,0.28,48.06,[]
38,EU,eu,eu,2016-05-29,542.9292,4326,12.55,4360.66,108.1,-4252.6,1122.3258,11950.68,19917.03,-,E,0.38,48.38,[]
39,EU,eu,eu,2016-05-28,538.6306,4326,12.45,4231.39,133.2,-4098.2,1122.3258,11951,19916.04,-,E,0.37,47.99,[]
40,EU,eu,eu,2016-05-27,534.4833,4326,12.36,4321.55,407.8,-3913.7,1122.3258,11951.6,19914.31,-,E,0.35,47.62,[]
41,EU,eu,eu,2016-05-26,530.4995,4326,12.26,4413.72,389.6,-4024.1,1122.3258,11952.33,19912.3,-,E,0.36,47.27,[]
42,EU,eu,eu,2016-05-25,526.4159,4326,12.17,3951.06,475.4,-3475.6,1122.3258,11952.86,19910.84,-,E,0.31,46.9,[]
43,EU,eu,eu,2016-05-24,522.893,4326,12.09,3840.35,472.2,-3368.2,1122.3258,11953.39,19909.39,-,E,0.3,46.59,[]
44,EU,eu,eu,2016-05-23,519.4954,4326,12.01,4149.71,311.6,-3838.1,1122.3258,11954.09,19907.37,-,E,0.34,46.29,[]
45,EU,eu,eu,2016-05-22,515.6361,4326,11.92,5165.48,109,-5056.4,1122.4335,11956.27,19905.48,-,E,0.45,45.94,[]
46,EU,eu,eu,2016-05-21,510.4878,4326,11.8,5040.94,97.1,-4943.8,1122.4335,11956.76,19903.98,-,E,0.44,45.48,[]
47,EU,eu,eu,2016-05-20,505.4929,4326,11.68,4138.62,138.5,-4000.1,1122.4335,11957.14,19902.86,-,E,0.36,45.04,[]
48,EU,eu,eu,2016-05-19,501.4548,4326,11.59,3608.65,192.7,-3416,1122.4335,11957.43,19901.99,-,E,0.3,44.68,[]
49,EU,eu,eu,2016-05-18,497.9833,4326,11.51,3548.81,270.2,-3278.6,1122.4335,11957.69,19901.24,-,E,0.29,44.37,[]
50,EU,eu,eu,2016-05-17,494.6936,4326,11.44,3215.83,261.3,-2954.6,1122.4335,11956.19,19900.48,-,E,0.26,44.07,[]
51,EU,eu,eu,2016-05-16,491.7646,4326,11.37,3519.6,179.7,-3339.9,1122.4335,11956.47,19899.66,-,E,0.3,43.81,[]
52,EU,eu,eu,2016-05-15,488.2846,4326,11.29,4131.44,93.1,-4038.4,1122.5184,11957.9,19898.81,-,E,0.36,43.5,[]
53,EU,eu,eu,2016-05-14,484.3253,4326,11.2,4448,157,-4291,1122.5184,11958.32,19897.62,-,E,0.38,43.15,[]
54,EU,eu,eu,2016-05-13,479.8077,4326,11.09,4303.63,152.4,-4151.2,1122.5184,11958.56,19896.91,-,E,0.37,42.74,[]
55,EU,eu,eu,2016-05-12,475.5814,4326,10.99,4245.45,117.2,-4128.2,1122.5184,11894.85,19895.19,-,E,0.37,42.37,[]
56,EU,eu,eu,2016-05-11,471.4071,4326,10.9,4265.91,135.4,-4130.5,1122.1317,11925.52,19845.66,-,E,0.37,42.01,[]
57,EU,eu,eu,2016-05-10,467.2528,4326,10.8,4304.9,108.9,-4196,1122.1317,11926.31,19843.48,-,E,0.37,41.64,[]
58,EU,eu,eu,2016-05-09,462.9663,4326,10.7,4443.13,95.3,-4347.8,1122.1317,11927.08,19841.34,-,E,0.39,41.26,[]
59,EU,eu,eu,2016-05-08,458.5454,4326,10.6,5025.35,85.9,-4939.5,1122.1463,11928.07,19839.09,-,E,0.44,40.86,[]
60,EU,eu,eu,2016-05-07,453.5576,4326,10.48,5025.08,77,-4948.1,1122.1463,11928.82,19837,-,E,0.44,40.42,[]
61,EU,eu,eu,2016-05-06,448.4468,4326,10.37,4423.6,161.8,-4261.8,1122.1463,11929.31,19835.61,-,E,0.38,39.96,[]
62,EU,eu,eu,2016-05-05,444.2237,4326,10.27,4037.97,161.4,-3876.6,1122.1644,11929.69,19834.5,-,E,0.35,39.59,[]
63,EU,eu,eu,2016-05-04,440.0987,4326,10.17,3270.82,175.5,-3095.4,1122.1644,11929.93,19833.79,-,E,0.28,39.22,[]
64,EU,eu,eu,2016-05-03,437.1465,4326,10.11,2830.66,308.7,-2521.9,1122.1644,11930.9,19842.71,-,E,0.22,38.96,[]
65,EU,eu,eu,2016-05-02,434.493,4326,10.04,2322.6,319.4,-2003.2,1122.1599,11930.93,19842.62,-,E,0.18,38.72,[]
66,EU,eu,eu,2016-05-01,432.4442,4326,10,2842.32,268.4,-2573.9,1122.1424,11931.25,19841.29,-,E,0.23,38.54,['/news/217']
67,EU,eu,eu,2016-04-30,430.2285,4326,9.95,1899.45,325.9,-1573.5,1122.1018,11923.79,19834.5,-,E,0.14,38.34,[]
68,EU,eu,eu,2016-04-29,429.8145,4375,9.82,969.18,989.3,20.1,1124.4463,11883.94,19481.42,-,E,-0,38.22,[]
69,EU,eu,eu,2016-04-28,429.8758,4375,9.83,734.15,1503.7,769.6,1124.4463,11883.58,19482.59,-,E,-0.07,38.23,[]
70,EU,eu,eu,2016-04-27,430.6143,4375,9.84,718,1628.9,910.9,1124.4463,11883.06,19484.19,-,E,-0.08,38.3,[]
71,EU,eu,eu,2016-04-26,431.5067,4375,9.86,822,1741.9,919.9,1124.4463,11882.57,19485.57,-,E,-0.08,38.38,[]
72,EU,eu,eu,2016-04-25,432.3452,4375,9.88,1460.68,1158.6,-302.1,1116.5231,11882.67,19485.4,-,E,0.03,38.72,[]
73,EU,eu,eu,2016-04-24,431.9977,4375,9.87,2344.89,553.7,-1791.1,1116.4305,11881.96,19484.84,-,E,0.16,38.69,[]
74,EU,eu,eu,2016-04-23,430.216,4375,9.83,2555.36,335.8,-2219.5,1116.4305,11882.39,19483.78,-,E,0.2,38.53,[]
75,EU,eu,eu,2016-04-22,428.0221,4375,9.78,2293.49,402.9,-1890.6,1116.4305,11882.57,19483.37,-,E,0.17,38.34,[]
76,EU,eu,eu,2016-04-21,426.0458,4375,9.74,2068.32,308.8,-1759.5,1116.4305,11882.56,19483.44,-,E,0.16,38.16,[]
77,EU,eu,eu,2016-04-20,424.1444,4375,9.69,2319.35,493,-1826.4,1116.4305,11882.49,19483.69,-,E,0.16,37.99,[]
78,EU,eu,eu,2016-04-19,422.3877,4375,9.65,2052.92,569.9,-1483,1116.4305,11882.17,19484.62,-,E,0.13,37.83,[]
79,EU,eu,eu,2016-04-18,420.8667,4375,9.62,1803.41,793.2,-1010.2,1116.4305,11882.28,19484.43,-,E,0.09,37.7,[]
80,EU,eu,eu,2016-04-17,419.7834,4375,9.6,2338.71,307.4,-2031.3,1116.3206,11880.92,19484.21,-,E,0.18,37.6,[]
81,EU,eu,eu,2016-04-16,417.758,4375,9.55,2629.78,441.6,-2188.2,1116.3206,11880.86,19484.38,-,E,0.2,37.42,[]
82,EU,eu,eu,2016-04-15,415.5453,4375,9.5,2170.99,480,-1691,1116.3206,11733,19233.24,-,E,0.15,37.22,[]
83,EU,eu,eu,2016-04-14,414.0174,4375,9.46,1884.4,667.8,-1216.6,1116.3206,11881.01,19484.02,-,E,0.11,37.09,[]
84,EU,eu,eu,2016-04-13,412.7741,4375,9.43,1948.63,543.6,-1405.1,1116.3206,11880.89,19484.35,-,E,0.13,36.98,[]
85,EU,eu,eu,2016-04-12,411.4868,4375,9.41,2072.6,364.7,-1707.9,1116.3206,11881.36,19483.07,-,E,0.15,36.86,[]
86,EU,eu,eu,2016-04-11,409.9171,4375,9.37,2222.38,599.7,-1622.6,1116.3206,11898.58,19516.66,-,E,0.15,36.72,[]
87,EU,eu,eu,2016-04-10,408.2864,4375,9.33,2534.09,273.2,-2260.9,1116.3716,11900.07,19514.56,-,E,0.2,36.57,[]
88,EU,eu,eu,2016-04-09,405.9972,4375,9.28,2151.18,575.6,-1575.6,1116.3716,11900.32,19513.95,-,E,0.14,36.37,[]
89,EU,eu,eu,2016-04-08,404.4266,4375,9.24,1457.76,846.4,-611.4,1116.3716,11900.16,19514.51,-,E,0.05,36.23,[]
90,EU,eu,eu,2016-04-07,403.873,4375,9.23,1618.55,616.6,-1002,1116.3716,11900.55,19513.5,-,E,0.09,36.18,[]
91,EU,eu,eu,2016-04-06,399.5472,4375,9.13,1513.53,319.5,-1194,1111.1365,11482.76,19285.87,-,C,0.11,35.96,[]
92,EU,eu,eu,2016-04-05,378.9238,4375,8.66,1417.92,244.1,-1173.9,1072.6796,10488.93,18269.36,-,C,0.11,35.32,[]
93,EU,eu,eu,2016-04-04,380.0545,4326,8.79,1640.56,322.1,-1318.5,1073.7129,10589.01,18451.78,-,C,0.12,35.4,[]
94,EU,eu,eu,2016-04-03,378.4854,4326,8.75,2620.98,332.6,-2288.4,1073.7129,10589.66,18547.66,-,C,0.21,35.25,[]
95,EU,eu,eu,2016-04-02,376.2037,4326,8.7,2052.49,549.7,-1502.8,1073.8219,10591.01,18549.41,-,C,0.14,35.03,[]
96,EU,eu,eu,2016-04-01,374.7562,4326,8.66,1141.5,965.3,-176.2,1073.8218,10590.33,18551.46,-,C,0.02,34.9,[]
97,EU,eu,eu,2016-03-31,372.8915,4326,8.62,685.37,1807.8,1122.5,1059.3096,10203.05,18111.69,-,C,-0.11,35.2,[]
98,EU,eu,eu,2016-03-30,373.2089,4326,8.63,670.94,1717,1046.1,1052.3688,10179.66,18095.92,-,C,-0.1,35.46,[]
99,EU,eu,eu,2016-03-29,374.2323,4326,8.65,434.92,1633.2,1198.3,1052.2541,10178.21,18094.38,-,C,-0.11,35.56,[]
100,EU,eu,eu,2016-03-28,375.4261,4326,8.68,751.8,1184.2,432.4,1052.2468,10177.91,18094.89,-,C,-0.04,35.68,[]
101,EU,eu,eu,2016-03-27,375.8386,4326,8.69,902.16,943.8,41.6,1052.2003,10177.45,18093.92,-,C,-0,35.72,[]
102,EU,eu,eu,2016-03-26,375.87,4326,8.69,888.36,1233.1,344.7,1051.5802,10149.86,18064.8,-,C,-0.03,35.74,[]
103,EU,eu,eu,2016-03-25,376.218,4326,8.7,643.49,1947.5,1304,1052.2712,10177.54,18097.27,-,C,-0.12,35.75,[]
104,EU,eu,eu,2016-03-24,377.567,4326,8.73,280.35,2377.6,2097.3,1052.3732,10178.12,18100.8,-,C,-0.2,35.88,[]
105,EU,eu,eu,2016-03-23,379.7046,4326,8.78,251.31,2638.8,2387.5,1052.3694,10177.65,18102.07,-,C,-0.23,36.08,[]
106,EU,eu,eu,2016-03-22,382.1479,4326,8.83,326.57,2647.9,2321.3,1052.371,10137.34,18064.22,-,C,-0.22,36.31,[]
107,EU,eu,eu,2016-03-21,384.5092,4326,8.89,243.51,3016.1,2772.6,1052.372,10176.35,18098.66,-,C,-0.26,36.54,[]
108,EU,eu,eu,2016-03-20,387.3176,4326,8.95,399.49,1935.4,1535.9,1052.3742,10175.79,18100.46,-,C,-0.15,36.8,[]
109,EU,eu,eu,2016-03-19,388.8619,4326,8.99,388.93,2134.6,1745.7,1052.373,10175.13,18102.16,-,C,-0.17,36.95,[]
110,EU,eu,eu,2016-03-18,390.6276,4326,9.03,246.72,3246.2,2999.4,1052.3712,10174.23,18111.99,-,C,-0.29,37.12,[]
111,EU,eu,eu,2016-03-17,393.7031,4326,9.1,189.94,3824.9,3634.9,1052.372,10173.43,18106.88,-,C,-0.35,37.41,[]
112,EU,eu,eu,2016-03-16,397.3565,4326,9.19,98.49,4328.6,4230.1,1052.3723,10172.66,18116.57,-,C,-0.4,37.76,[]
113,EU,eu,eu,2016-03-15,401.6247,4326,9.28,160.56,4146.2,3985.6,1052.3738,10171.81,18119.12,-,C,-0.38,38.16,[]
114,EU,eu,eu,2016-03-14,405.7409,4326,9.38,153.43,3745.7,3592.3,1052.3684,10171.01,18121.21,-,C,-0.34,38.56,[]
115,EU,eu,eu,2016-03-13,409.3961,4326,9.46,244.89,2746.6,2501.7,1052.3681,10170.41,18123.01,-,C,-0.24,38.9,[]
116,EU,eu,eu,2016-03-12,411.8917,4326,9.52,387.57,2914.5,2526.9,1052.3685,10169.75,18124.96,-,C,-0.24,39.14,[]
117,EU,eu,eu,2016-03-11,414.4054,4326,9.58,143.29,4161,4017.8,1052.3691,10168.86,18127.57,-,C,-0.38,39.38,[]
118,EU,eu,eu,2016-03-10,418.4794,4326,9.67,106.33,4381.2,4274.8,1052.3681,10121.01,18130.02,-,C,-0.41,39.77,[]
119,EU,eu,eu,2016-03-09,422.834,4326,9.77,115.64,4553.3,4437.6,1052.37,10120.28,18124.89,-,C,-0.42,40.18,[]
120,EU,eu,eu,2016-03-08,427.4956,4326,9.88,105.99,4903,4797,1052.3684,10119.47,18127.23,-,C,-0.46,40.62,[]
121,EU,eu,eu,2016-03-07,432.4649,4326,10,120.39,4950,4829.6,1052.3703,10118.69,18129.66,-,C,-0.46,41.09,[]
122,EU,eu,eu,2016-03-06,437.5491,4326,10.11,180.34,3417.7,3237.4,1052.3698,10164.92,18131.9,-,C,-0.31,41.58,[]
123,EU,eu,eu,2016-03-05,440.9573,4326,10.19,307.56,3564.1,3256.6,1052.3693,10164.11,18134.21,-,C,-0.31,41.9,[]
124,EU,eu,eu,2016-03-04,444.4444,4326,10.27,127.95,4508.2,4380.2,1052.3693,10163.18,18136.86,-,C,-0.42,42.23,[]
125,EU,eu,eu,2016-03-03,449.1048,4326,10.38,144.25,4578.6,4434.4,1052.3707,10162.36,18146.77,-,C,-0.42,42.68,[]
126,EU,eu,eu,2016-03-02,453.7146,4326,10.49,181.26,3723.2,3541.9,1052.3716,10161.56,18166.62,-,C,-0.34,43.11,[]
127,EU,eu,eu,2016-03-01,457.503,4326,10.58,74.63,4750.7,4676.1,1052.3699,10101.13,18109.48,-,C,-0.44,43.47,[]
128,EU,eu,eu,2016-02-29,462.2769,4326,10.69,65.08,4599.9,4534.8,1052.1377,10160.17,18180.24,-,C,-0.43,43.94,[]
129,EU,eu,eu,2016-02-28,466.8509,4326,10.79,203.13,3340.3,3137.1,1052.1373,10159.65,18181.88,-,C,-0.3,44.37,[]
130,EU,eu,eu,2016-02-27,470.0273,4326,10.87,235.52,3546.9,3311.3,1052.1392,10159.31,18183.25,-,C,-0.31,44.67,[]
131,EU,eu,eu,2016-02-26,473.419,4326,10.94,146.73,4765.6,4618.9,1052.1375,10158.48,18185.75,-,C,-0.44,45,[]
132,EU,eu,eu,2016-02-25,478.1171,4326,11.05,89.33,4809.7,4720.3,1052.1361,10110.57,18188.4,-,C,-0.45,45.44,[]
133,EU,eu,eu,2016-02-24,482.9079,4326,11.16,105.87,4023.6,3917.7,1052.1349,10109.67,18190.96,-,C,-0.37,45.9,[]
134,EU,eu,eu,2016-02-23,486.9263,4326,11.26,149.13,3339.1,3189.9,1052.1369,10109,18192.96,-,C,-0.3,46.28,[]
135,EU,eu,eu,2016-02-22,490.1923,4326,11.33,379.52,2977.9,2598.4,1052.1405,10108.54,18194.4,-,C,-0.25,46.59,[]
136,EU,eu,eu,2016-02-21,492.8527,4326,11.39,726.91,2475.8,1748.9,1052.1392,10108.2,18170.42,-,C,-0.17,46.84,[]
137,EU,eu,eu,2016-02-20,494.664,4326,11.43,458.11,3169.1,2711,1052.1392,10107.79,18103.35,-,C,-0.26,47.02,[]
138,EU,eu,eu,2016-02-19,497.4426,4326,11.5,92.39,4566.4,4474,1052.1388,10107.01,18086.02,-,C,-0.43,47.28,[]
139,EU,eu,eu,2016-02-18,501.9994,4326,11.6,62.24,5455.8,5393.6,1052.1392,10106.2,18108.06,-,C,-0.51,47.71,[]
140,EU,eu,eu,2016-02-17,507.4746,4326,11.73,97.94,5739.9,5641.9,1052.1392,10105.37,18144.09,-,C,-0.54,48.23,[]
141,EU,eu,eu,2016-02-16,513.1848,4326,11.86,117.02,5442.7,5325.7,1052.1375,10104.47,18206.26,-,C,-0.51,48.78,[]
142,EU,eu,eu,2016-02-15,518.5801,4326,11.99,53.47,4650.3,4596.8,1052.1389,10103.81,18208.36,-,C,-0.44,49.29,[]
143,EU,eu,eu,2016-02-14,523.2846,4326,12.1,146.53,2951.7,2805.1,1052.1387,10103.39,18209.66,-,C,-0.27,49.74,[]
144,EU,eu,eu,2016-02-13,526.1739,4326,12.16,104,3104,3000,1052.1393,10102.94,18211.04,-,C,-0.29,50.01,[]
145,EU,eu,eu,2016-02-12,529.2635,4326,12.23,134.31,4309.7,4175.4,1052.1391,10102.24,18213.04,-,C,-0.4,50.3,[]
146,EU,eu,eu,2016-02-11,533.4996,4326,12.33,171.29,4608.3,4437,1052.1385,10101.51,18215.11,-,C,-0.42,50.71,[]
147,EU,eu,eu,2016-02-10,537.9834,4326,12.44,174.45,4263.3,4088.9,1052.1377,10101.03,18216.48,-,C,-0.39,51.13,[]
148,EU,eu,eu,2016-02-09,542.1195,4326,12.53,150.95,3811.3,3660.3,1052.1373,10100.54,18217.79,-,C,-0.35,51.53,[]
149,EU,eu,eu,2016-02-08,545.8064,4326,12.62,91.21,3449.4,3358.2,1052.1371,10100.29,18218.45,-,C,-0.32,51.88,[]
150,EU,eu,eu,2016-02-07,549.2526,4326,12.7,224.11,2661.3,2437.2,1052.1366,10100.32,18218.38,-,C,-0.23,52.2,[]
151,EU,eu,eu,2016-02-06,551.7449,4326,12.75,213.83,2851.1,2637.2,1052.137,10100.33,17680.53,-,C,-0.25,52.44,[]
152,EU,eu,eu,2016-02-05,554.4105,4326,12.82,136.3,4065.2,3928.9,1052.1372,10100.33,17680.54,-,C,-0.37,52.69,[]
153,EU,eu,eu,2016-02-04,558.3861,4326,12.91,104.62,4639.1,4534.5,1052.1351,10100.11,18219.04,-,C,-0.43,53.07,[]
154,EU,eu,eu,2016-02-03,562.9269,4326,13.01,83.18,4474.7,4391.5,1052.1381,10099.73,18220.27,-,C,-0.42,53.5,[]
155,EU,eu,eu,2016-02-02,567.3748,4326,13.12,204.7,3760.7,3556,1056.7376,10329.54,18549.48,-,C,-0.34,53.69,[]
156,EU,eu,eu,2016-02-01,570.8862,4326,13.2,265.08,3526.1,3261,1056.7368,10329.48,18557.69,-,C,-0.31,54.02,[]
157,EU,eu,eu,2016-01-31,574.067,4326,13.27,262.93,3144,2881.1,1056.7378,10329.33,18558.19,-,C,-0.27,54.32,[]
158,EU,eu,eu,2016-01-30,576.74,4326,13.33,249.75,3370.7,3121,1056.7374,10329.24,18558.43,-,C,-0.3,54.58,[]
159,EU,eu,eu,2016-01-29,579.872,4326,13.4,211.73,4081.3,3869.6,1056.7373,10328.91,18559.34,-,C,-0.37,54.87,[]
160,EU,eu,eu,2016-01-28,583.747,4326,13.49,211.22,4385.5,4174.3,1056.7369,10328.55,18560.3,-,C,-0.4,55.24,[]
161,EU,eu,eu,2016-01-27,587.9296,4326,13.59,250.46,4501.4,4250.9,1056.7365,10328.25,18561.07,-,C,-0.4,55.64,[]
162,EU,eu,eu,2016-01-26,592.1937,4326,13.69,222.68,4532.3,4309.6,1056.737,10328.12,18561.5,-,C,-0.41,56.04,[]
163,EU,eu,eu,2016-01-25,596.4901,4326,13.79,189.85,4967.3,4777.5,1056.7393,10328.02,18561.98,-,C,-0.45,56.45,[]
164,EU,eu,eu,2016-01-24,601.3032,4326,13.9,271.88,4937.5,4665.6,1056.7412,10327.77,18562.91,-,C,-0.44,56.9,[]
165,EU,eu,eu,2016-01-23,605.9615,4326,14.01,117.17,5858.6,5741.4,1056.7393,10327.5,18563.77,-,C,-0.54,57.34,[]
166,EU,eu,eu,2016-01-22,611.7414,4326,14.14,116.09,7969.1,7853,1056.7382,10327.05,18565.33,-,C,-0.74,57.89,[]
